person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
0.056452,1,0.75,0.007362,0.016,OWN,0.072464,EDUCATION,0.159808,0.075758,0.142857,0.523913,0,0
0.016129,1,0.5,0.011056,0,RENT,0.217391,EDUCATION,0.170096,0.136364,0.071429,0.376087,0,0
0.024194,0,0.75,0.008242,0,MORTGAGE,0.344203,EDUCATION,0.307956,0.272727,0.035714,0.519565,1,0
0.072581,1,0.25,0.010051,0.064,MORTGAGE,0.188406,HOMEIMPROVEMENT,0.168724,0.136364,0.107143,0.643478,1,0
0.056452,0,0.5,0.021711,0.048,MORTGAGE,0.130435,PERSONAL,0.05144,0.045455,0.285714,0.543478,1,0
0.048387,1,0.75,0.0075,0.04,RENT,0.086957,DEBTCONSOLIDATION,0.536351,0.090909,0.071429,0.593478,0,1
0.048387,0,0,0.025731,0.032,RENT,0.565217,HOMEIMPROVEMENT,0.313443,0.151515,0.035714,0.586957,1,0
0.048387,0,0,0.016567,0.024,MORTGAGE,0.565217,VENTURE,0.383402,0.242424,0.071429,0.365217,1,0
0.072581,1,0.5,0.01902,0.048,MORTGAGE,0.130435,DEBTCONSOLIDATION,0.253086,0.045455,0.142857,0.53913,1,0
0.032258,1,0.75,0.003041,0,RENT,0.231884,PERSONAL,0.170096,0.424242,0.035714,0.532609,0,1
0.322581,1,0.25,0.006671,0.288,RENT,0.565217,PERSONAL,0.314129,0.545455,0.642857,0.558696,0,1
0.008065,1,0.25,0.014035,0,RENT,0.124638,EDUCATION,0.288066,0.060606,0,0.280435,1,0
0.024194,1,0.5,0.013205,0.008,RENT,0.194174,VENTURE,0.104938,0.106061,0.071429,0.586957,0,0
0.008065,0,0,0.000336,0.016,RENT,0.063971,MEDICAL,0.379287,0.393939,0.035714,0.515217,0,1
0.104839,0,0.25,0.01107,0.088,MORTGAGE,0.035043,HOMEIMPROVEMENT,0.446502,0.030303,0.392857,0.456522,1,0
0.032258,0,0.5,0.009537,0,RENT,0.472464,MEDICAL,0.701646,0.333333,0.071429,0.63913,0,1
0.169355,1,0,0.006972,0.16,RENT,0.275362,DEBTCONSOLIDATION,0.364883,0.257576,0.5,0.628261,1,0
0.064516,0,0,0.001029,0.064,RENT,0.014493,HOMEIMPROVEMENT,0.747599,0.090909,0.25,0.606522,0,1
0.008065,1,0.5,0.008894,0,RENT,0.130435,MEDICAL,0.603567,0.106061,0.035714,0.708696,0,1
0.016129,1,0.25,0.002387,0,RENT,0.275362,EDUCATION,0.314815,0.606061,0.035714,0.484783,0,1
0.040323,0,0.5,0.011066,0.04,MORTGAGE,0.107478,VENTURE,0.406036,0.075758,0.071429,0.571739,1,0
0.112903,1,0.25,0.004647,0.08,MORTGAGE,0.246377,PERSONAL,0.159122,0.333333,0.25,0.573913,0,1
0.096774,0,0,0.009763,0.064,MORTGAGE,0.547826,EDUCATION,0.527435,0.378788,0.285714,0.643478,0,1
0.112903,0,0.75,0.009502,0.112,RENT,0.368116,DEBTCONSOLIDATION,0.262689,0.257576,0.25,0.641304,1,0
0.08871,0,0.75,0.01176,0.048,RENT,0.391304,EDUCATION,0.416324,0.227273,0.285714,0.645652,0,0
0.080645,1,0.75,0.009218,0.048,OWN,0.246377,VENTURE,0.388203,0.181818,0.142857,0.593478,1,0
0.137097,1,0,0.012389,0.128,MORTGAGE,0.15942,VENTURE,0.396433,0.090909,0.428571,0.321739,1,0
0.048387,1,0,0.007012,0.048,RENT,0.42029,PERSONAL,0.906722,0.393939,0.035714,0.484783,0,1
0.104839,0,0.75,0.010052,0.08,RENT,0.275362,DEBTCONSOLIDATION,0.665295,0.181818,0.285714,0.604348,0,1
0.193548,1,0,0.002349,0.136,RENT,0.101449,PERSONAL,0.335391,0.242424,0.642857,0.469565,1,0
0.056452,0,0.25,0.010671,0.056,MORTGAGE,0.451159,EDUCATION,0.447874,0.287879,0.214286,0.326087,1,0
0.024194,0,0.25,0.011338,0.024,RENT,0.15942,EDUCATION,0.025377,0.106061,0.035714,0.486957,1,0
0.056452,1,0.25,0.009038,0.048,RENT,0.710145,EDUCATION,0.383402,0.515152,0.25,0.41087,0,1
0.040323,0,0.5,0.008249,0,MORTGAGE,0.42029,MEDICAL,0.383402,0.333333,0.035714,0.678261,0,0
0.048387,0,0.75,0.003373,0.016,MORTGAGE,0.15942,HOMEIMPROVEMENT,0.450617,0.287879,0,0.428261,1,0
0.032258,1,0.5,0.002243,0,RENT,0.15942,EDUCATION,0.354595,0.378788,0.035714,0.571739,0,1
0.016129,0,0,0.004895,0,OWN,0.521739,EDUCATION,0.141975,0.651515,0.035714,0.473913,0,0
0.040323,1,0,0.001587,0.024,RENT,0.123188,PERSONAL,0.578189,0.363636,0.071429,0.530435,0,1
0.024194,0,0,0.007982,0.04,RENT,0.15942,DEBTCONSOLIDATION,0.699588,0.136364,0.071429,0.55,0,1
0.193548,1,0.25,0.010625,0.168,RENT,0.26087,EDUCATION,0.601509,0.166667,0.428571,0.678261,0,0
0.08871,0,0.25,0.042073,0.072,MORTGAGE,0.797101,PERSONAL,0.039095,0.136364,0.107143,0.373913,1,0
0.032258,1,0,0.011565,0.016,MORTGAGE,0.515942,VENTURE,0.38203,0.30303,0,0.458696,1,0
0.080645,1,0.75,0.032403,0.056,OWN,0.449275,VENTURE,0.383402,0.106061,0.107143,0.306522,1,0
0.032258,1,0,0.021071,0.016,MORTGAGE,0.797101,EDUCATION,0.210562,0.272727,0.035714,0.502174,0,0
0.040323,0,0.5,0.004189,0.024,RENT,0.072464,HOMEIMPROVEMENT,0.383402,0.121212,0.071429,0.602174,0,1
0.072581,0,0.25,0.005725,0.072,MORTGAGE,0.130435,PERSONAL,0.107682,0.151515,0.178571,0.55,1,0
0.024194,1,0,0.009018,0.016,MORTGAGE,0.15942,EDUCATION,0.281207,0.121212,0,0.478261,1,0
0.040323,1,0.5,0.005594,0,RENT,0.114638,MEDICAL,0.501372,0.136364,0.071429,0.347826,0,0
0.072581,0,0.25,0.010404,0.072,RENT,0.391304,VENTURE,0.493141,0.257576,0.214286,0.580435,0,0
0.120968,0,0.25,0.0032,0.112,RENT,0.026087,EDUCATION,0.210562,0.075758,0.285714,0.502174,1,0
0.032258,0,0.75,0.010705,0,RENT,0.608696,HOMEIMPROVEMENT,0.313443,0.378788,0.035714,0.676087,0,1
0.016129,0,0,0.009453,0,RENT,0.246377,VENTURE,0.210562,0.181818,0.035714,0.397826,0,0
0.112903,0,0.5,0.022353,0.104,MORTGAGE,0.681159,VENTURE,0.325103,0.212121,0.321429,0.473913,1,0
0.064516,1,0.25,0.017669,0.072,RENT,0.188406,DEBTCONSOLIDATION,0.427984,0.075758,0.178571,0.417391,0,0
0.129032,1,0,0.00419,0.104,RENT,0.144928,PERSONAL,0.487654,0.212121,0.464286,0.395652,1,0
0.056452,0,0,0.006027,0.024,RENT,0.072464,PERSONAL,0.439643,0.090909,0.25,0.515217,1,0
0.056452,1,0.5,0.006379,0.04,MORTGAGE,0.15942,EDUCATION,0.535665,0.166667,0.214286,0.515217,0,1
0.096774,0,0.5,0.007592,0.056,RENT,0.304348,VENTURE,0.120713,0.272727,0.107143,0.569565,1,0
0.169355,1,1,0.008658,0.144,MORTGAGE,0.42029,PERSONAL,0.288066,0.318182,0.357143,0.621739,1,0
0.040323,0,0,0.006666,0,RENT,0.130435,DEBTCONSOLIDATION,0.383402,0.136364,0,0.397826,1,0
0.096774,0,0.5,0.003286,0.104,RENT,0.130435,VENTURE,0.358711,0.242424,0.25,0.473913,1,0
0.096774,1,0.25,0.008705,0.064,RENT,0.492754,EDUCATION,0.55144,0.378788,0.25,0.473913,1,0
0.024194,0,0,0.006534,0,RENT,0.176087,MEDICAL,0.176955,0.181818,0.071429,0.215217,1,0
0.072581,1,0.5,0.003055,0.056,RENT,0.161594,PERSONAL,0.383402,0.30303,0.107143,0.665217,0,0
0.072581,1,0,0.010716,0.056,MORTGAGE,0.173913,DEBTCONSOLIDATION,0.168724,0.121212,0.25,0.45,1,0
0.266129,1,0.75,0.012377,0.264,OWN,0.42029,PERSONAL,0.082305,0.227273,0.785714,0.747826,0,0
0.169355,1,0.25,0.079139,0.136,MORTGAGE,0.449275,DEBTCONSOLIDATION,0.170096,0.045455,0.535714,0.586957,0,0
0.032258,0,0,0.012413,0.008,OWN,0.055797,HOMEIMPROVEMENT,0.675583,0.030303,0.071429,0.469565,1,0
0.072581,1,0.5,0.040734,0.056,MORTGAGE,0.275362,PERSONAL,0.141975,0.045455,0.285714,0.71087,1,0
0.080645,1,0,0.007182,0.04,OWN,0.086957,MEDICAL,0.107682,0.090909,0.107143,0.404348,1,0
0.040323,0,0.25,0.012824,0.024,RENT,0.244899,EDUCATION,0.317558,0.136364,0.142857,0.473913,1,0
0.080645,0,0.25,0.002976,0.04,MORTGAGE,0.162319,MEDICAL,0.606996,0.318182,0.285714,0.55,0,1
0.096774,1,0.25,0.010831,0.072,MORTGAGE,0.028986,VENTURE,0.332647,0.030303,0.107143,0.404348,1,0
0.016129,1,0.5,0.010692,0,MORTGAGE,0.130435,EDUCATION,0.041838,0.090909,0,0.602174,1,0
0.072581,1,0.5,0.014852,0.048,RENT,0.391304,VENTURE,0.538409,0.181818,0.25,0.241304,1,0
0.048387,0,0.25,0.002387,0.056,RENT,0.15942,VENTURE,0.313443,0.363636,0,0.63913,0,0
0.024194,1,0.75,0.003999,0,RENT,0.15942,EDUCATION,0.210562,0.242424,0.035714,0.530435,0,0
0.16129,0,0.25,0.011166,0.104,RENT,0.274638,PERSONAL,0.745542,0.166667,0.535714,0.63913,0,1
0.193548,1,0.25,0.003244,0.152,RENT,0.043478,MEDICAL,0.383402,0.090909,0.392857,0.7,1,0
0.056452,1,0,0.011539,0.048,OWN,0.15942,HOMEIMPROVEMENT,0.552126,0.106061,0.178571,0.571739,1,0
0.032258,1,0.75,0.011028,0.016,MORTGAGE,0.15942,EDUCATION,0.778464,0.106061,0.035714,0.619565,0,0
0.016129,1,0.5,0.008654,0.016,RENT,0.275362,PERSONAL,0.109739,0.212121,0.035714,0.586957,1,0
0.024194,1,0,0.005559,0,RENT,0.188406,VENTURE,0.778464,0.227273,0.035714,0.478261,0,1
0.016129,0,0,0.010382,0.016,MORTGAGE,0.275362,EDUCATION,0.380658,0.181818,0,0.43913,1,0
0.064516,1,0.5,0.013419,0.048,RENT,0.565217,HOMEIMPROVEMENT,0.422497,0.287879,0.107143,0.565217,0,1
0.040323,1,0.25,0.006226,0,RENT,0.217391,MEDICAL,0.220165,0.227273,0.071429,0.636957,1,0
0.080645,1,0,0.010508,0.04,MORTGAGE,0.231884,HOMEIMPROVEMENT,0.383402,0.151515,0.107143,0.45,0,1
0.016129,0,0,0.007353,0.024,MORTGAGE,0.13971,PERSONAL,0.493141,0.136364,0.035714,0.643478,0,0
0.032258,1,0.5,0.004096,0.016,RENT,0.217391,VENTURE,0.60631,0.318182,0,0.402174,0,0
0.072581,0,0.25,0.01113,0.048,MORTGAGE,0.188406,MEDICAL,0.574074,0.121212,0.214286,0.582609,0,0
0.008065,0,0.25,0.006416,0,MORTGAGE,0.194203,VENTURE,0.443759,0.19697,0.071429,0.58913,1,0
0.024194,0,0.5,0.012887,0,RENT,0.391304,EDUCATION,0.829218,0.212121,0.071429,0.663043,0,1
0.056452,1,0.25,0.004842,0.032,RENT,0.188406,VENTURE,0.498628,0.242424,0.107143,0.55,1,0
0.056452,0,0.5,0.011625,0.032,MORTGAGE,0.15942,MEDICAL,0.159122,0.106061,0.25,0.613043,1,0
0.048387,1,0,0.00488,0.032,RENT,0.217391,PERSONAL,0.410837,0.287879,0.071429,0.495652,0,0
0.032258,1,0.25,0.006866,0.024,RENT,0.15942,PERSONAL,0.153635,0.151515,0,0.536957,1,0
0.056452,0,0.5,0.008545,0.048,RENT,0.723913,HOMEIMPROVEMENT,0.724966,0.560606,0.178571,0.406522,0,1
0.048387,1,0,0.009565,0.032,MORTGAGE,0.101449,EDUCATION,0.354595,0.075758,0.214286,0.656522,0,0
0.08871,1,0,0.00406,0.072,RENT,0.275362,HOMEIMPROVEMENT,0.241427,0.409091,0.285714,0.65,0,1
0.016129,0,0.75,0.006592,0,RENT,0.130435,VENTURE,0.48011,0.136364,0,0.623913,1,0
0.032258,0,0.5,0.006716,0.024,RENT,0.274638,VENTURE,0.527435,0.272727,0.035714,0.717391,0,0
0.048387,1,0,0.008687,0.016,RENT,0.086957,PERSONAL,0.217421,0.075758,0.035714,0.626087,0,0
0.096774,1,0.25,0.003177,0.072,RENT,0.297188,PERSONAL,0.486283,0.530303,0.178571,0.641304,0,1
0.064516,1,0,0.008409,0.024,MORTGAGE,0.055072,DEBTCONSOLIDATION,0.587791,0.060606,0.142857,0.571739,1,0
0.024194,0,0.25,0.002281,0,RENT,0.043478,EDUCATION,0.354595,0.121212,0.071429,0.315217,1,0
0.104839,0,0.5,0.004052,0.096,MORTGAGE,0.130435,VENTURE,0.47668,0.19697,0.285714,0.471739,1,0
0.040323,1,0.75,0.005498,0.008,RENT,0.087855,DEBTCONSOLIDATION,0.533608,0.106061,0.142857,0.56087,0,1
0.048387,0,0,0.005543,0.008,RENT,0.147623,HOMEIMPROVEMENT,0.701646,0.181818,0.071429,0.380435,0,1
0.024194,1,0,0.011031,0.024,RENT,0.072464,PERSONAL,0.13786,0.045455,0,0.623913,1,0
0.048387,1,0.25,0.014056,0.024,MORTGAGE,0.565217,PERSONAL,0.383402,0.272727,0.035714,0.463043,0,0
0.032258,1,0.75,0.001396,0,RENT,0.038058,VENTURE,0.177641,0.151515,0.035714,0.306522,1,0
0.08871,1,0.5,0.016244,0.048,RENT,0.233768,EDUCATION,0.64952,0.106061,0.321429,0.55,0,1
0.032258,0,0.5,0.010756,0,OWN,0.683681,PERSONAL,0.316872,0.424242,0.071429,0.682609,0,0
0.080645,1,0.25,0.019092,0.032,MORTGAGE,0.194203,DEBTCONSOLIDATION,0.313443,0.075758,0.25,0.545652,0,0
0.048387,1,0.5,0.004032,0.008,OWN,0.202899,EDUCATION,0.392318,0.30303,0.035714,0.541304,1,0
0.104839,1,0.25,0.004552,0.08,RENT,0.202899,PERSONAL,0.406036,0.272727,0.25,0.604348,1,0
0.104839,1,0.75,0.014499,0.064,RENT,0.36342,DEBTCONSOLIDATION,0.144719,0.181818,0.142857,0.547826,1,0
0.096774,0,0.5,0.007401,0.072,MORTGAGE,0.263768,PERSONAL,0.091907,0.242424,0.25,0.717391,0,0
0.112903,1,0,0.012368,0.08,MORTGAGE,0.333333,HOMEIMPROVEMENT,0.383402,0.181818,0.285714,0.595652,1,0
0.016129,0,0,0.007979,0,MORTGAGE,0.324638,MEDICAL,0.510974,0.272727,0,0.463043,1,0
0.048387,0,0.25,0.011516,0.056,MORTGAGE,0.072464,HOMEIMPROVEMENT,0.288752,0.045455,0.035714,0.580435,0,0
0.08871,1,0.5,0.004877,0.064,RENT,0.130435,VENTURE,0.358711,0.181818,0.107143,0.630435,0,0
0.048387,1,0,0.021573,0.024,MORTGAGE,0.42029,EDUCATION,0.679698,0.136364,0,0.593478,1,0
0.048387,1,1,0.011791,0.048,MORTGAGE,0.15942,HOMEIMPROVEMENT,0.170096,0.090909,0.071429,0.495652,1,0
0.104839,0,0.25,0.010905,0.08,RENT,0.553623,HOMEIMPROVEMENT,0.730453,0.348485,0.142857,0.536957,0,1
0.080645,0,0.5,0.020653,0.056,MORTGAGE,0.188406,VENTURE,0.307956,0.060606,0.25,0.395652,1,0
0.080645,0,0.25,0.012512,0.032,RENT,0.333333,PERSONAL,0.194787,0.181818,0.142857,0.567391,1,0
0.040323,1,0,0.006519,0.016,RENT,0.275362,VENTURE,0.518519,0.272727,0,0.408696,1,0
0.137097,0,0,0.00904,0.12,RENT,0.171014,PERSONAL,0.289438,0.136364,0.357143,0.628261,1,0
0.048387,0,0.75,0.008975,0.024,MORTGAGE,0.333333,DEBTCONSOLIDATION,0.082305,0.257576,0.071429,0.591304,1,0
0.024194,1,0.5,0.005331,0.008,MORTGAGE,0.275362,DEBTCONSOLIDATION,0.288752,0.333333,0.035714,0.556522,0,1
0.120968,1,0,0.003955,0.088,RENT,0.163768,VENTURE,0.465706,0.257576,0.107143,0.48913,1,0
0.032258,1,0.25,0.005627,0,MORTGAGE,0.15942,MEDICAL,0.175583,0.181818,0.071429,0.53913,1,0
0.056452,0,0.25,0.007289,0.032,MORTGAGE,0.123188,VENTURE,0.675583,0.121212,0.178571,0.563043,0,1
0.016129,1,0,0.009286,0,RENT,0.275362,MEDICAL,0.603567,0.19697,0,0.504348,1,0
0.072581,1,0,0.008085,0.056,RENT,0.130435,DEBTCONSOLIDATION,0.685185,0.121212,0.178571,0.380435,0,1
0.008065,1,0.5,0.004526,0,RENT,0.298551,EDUCATION,0.467078,0.409091,0.035714,0.654348,0,1
0.016129,1,0.25,0.008167,0,RENT,0.202899,DEBTCONSOLIDATION,0.041838,0.166667,0,0.4,1,0
0.129032,0,0.5,0.007346,0.128,MORTGAGE,0.147362,EDUCATION,0.418381,0.136364,0.25,0.473913,1,0
0.016129,0,0.75,0.007062,0,MORTGAGE,0.101449,PERSONAL,0.288752,0.106061,0,0.597826,0,0
0.169355,0,0,0.006149,0.144,RENT,0.188406,VENTURE,0.13786,0.19697,0.392857,0.541304,1,0
0.137097,1,1,0.005247,0.096,RENT,0.088029,MEDICAL,0.5,0.121212,0.285714,0.580435,0,0
0.024194,0,0.5,0.006632,0.032,MORTGAGE,0.072464,MEDICAL,0.416324,0.075758,0.071429,0.604348,0,0
0.072581,0,0,0.010841,0.048,RENT,0.333333,MEDICAL,0.383402,0.212121,0.107143,0.558696,0,0
0.064516,0,0.25,0.007384,0.04,RENT,0.188406,VENTURE,0.102881,0.166667,0.25,0.582609,0,0
0.104839,1,0.75,0.011526,0.08,MORTGAGE,0.333333,EDUCATION,0.36214,0.19697,0.142857,0.647826,0,0
0.024194,0,0,0.007901,0.016,RENT,0.275362,EDUCATION,0.323045,0.227273,0.071429,0.493478,1,0
0.016129,1,0.5,0.012035,0,MORTGAGE,0.710145,HOMEIMPROVEMENT,0.778464,0.393939,0,0.617391,0,1
0.040323,1,0,0.009044,0.032,MORTGAGE,0.101449,EDUCATION,0.290123,0.075758,0.071429,0.543478,1,0
0.024194,1,0.75,0.015679,0.016,OTHER,0.42029,EDUCATION,0.383402,0.181818,0,0.252174,1,0
0.024194,0,0.5,0.013191,0,RENT,0.449275,VENTURE,0.041838,0.242424,0.035714,0.53913,1,0
0.169355,1,0.25,0.004867,0.152,MORTGAGE,0.028986,DEBTCONSOLIDATION,0.524005,0.045455,0.357143,0.621739,0,0
0.016129,1,0.5,0.004842,0,MORTGAGE,0.337652,VENTURE,0.59808,0.424242,0.071429,0.517391,1,0
0.056452,1,0.5,0.016446,0.032,RENT,0.42029,HOMEIMPROVEMENT,0.778464,0.181818,0.107143,0.652174,0,0
0.048387,0,0.75,0.029845,0.024,RENT,0.376812,VENTURE,0.039095,0.090909,0.035714,0.2,1,0
0.032258,1,0.5,0.00025,0,RENT,0.02029,HOMEIMPROVEMENT,0.552812,0.181818,0.071429,0.480435,0,1
0.040323,0,0.25,0.020452,0,MORTGAGE,0.42029,HOMEIMPROVEMENT,0.487654,0.151515,0.035714,0.482609,1,0
0.048387,1,0.5,0.008397,0.032,MORTGAGE,0.333333,MEDICAL,0.443759,0.272727,0.035714,0.597826,1,0
0.072581,1,0.5,0.002597,0.04,MORTGAGE,0.027942,VENTURE,0.38546,0.075758,0.178571,0.626087,0,0
0.08871,0,0,0.006689,0.096,RENT,0.246377,PERSONAL,0.131687,0.242424,0.142857,0.654348,0,0
0.072581,0,0.75,0.006078,0.056,OWN,0.057971,EDUCATION,0.176955,0.075758,0.107143,0.486957,0,0
0.096774,0,0.25,0.010063,0.088,RENT,0.565217,HOMEIMPROVEMENT,0.238683,0.378788,0.25,0.397826,0,0
0.080645,0,0,0.014554,0.048,MORTGAGE,0.565217,EDUCATION,0.553498,0.272727,0.285714,0.515217,0,0
0.040323,0,0.75,0.016057,0.016,MORTGAGE,0.310145,DEBTCONSOLIDATION,0.170782,0.136364,0.071429,0.354348,1,0
0.040323,1,0.25,0.004397,0,RENT,0.072464,DEBTCONSOLIDATION,0.241427,0.121212,0.035714,0.56087,1,0
0.016129,1,0.25,0.004028,0,RENT,0.42029,DEBTCONSOLIDATION,0.427984,0.621212,0.035714,0.471739,0,1
0.024194,1,0,0.002404,0,RENT,0.101449,PERSONAL,0.467078,0.242424,0,0.067391,1,0
0.016129,1,0.25,0.008886,0.008,MORTGAGE,0.373188,EDUCATION,0.102881,0.287879,0.071429,0.584783,1,0
0.040323,0,0.5,0.011106,0.008,RENT,0.42029,DEBTCONSOLIDATION,0.497942,0.257576,0.035714,0.634783,0,0
0.282258,1,0,0.010701,0.24,RENT,0.057971,DEBTCONSOLIDATION,0.057613,0.045455,0.75,0.708696,1,0
0.016129,1,0.5,0.005218,0,RENT,0.362319,VENTURE,0.725652,0.439394,0,0.543478,0,1
0.129032,1,0,0.005066,0.104,RENT,0.057971,DEBTCONSOLIDATION,0.297668,0.090909,0.357143,0.608696,1,0
0.008065,1,0.75,0.002034,0.008,RENT,0.115942,PERSONAL,0.340192,0.30303,0,0.608696,0,1
0.016129,0,0.25,0.006181,0,RENT,0.101449,EDUCATION,0.383402,0.121212,0.071429,0.632609,0,0
0.080645,1,0.5,0.007377,0.056,MORTGAGE,0.217391,DEBTCONSOLIDATION,0.524005,0.19697,0.107143,0.608696,0,0
0.129032,1,0.25,0.012045,0.104,MORTGAGE,0.263768,DEBTCONSOLIDATION,0.587106,0.151515,0.392857,0.567391,0,1
0.201613,0,0,0.018873,0.184,MORTGAGE,0.130435,PERSONAL,0.416324,0.045455,0.392857,0.428261,1,0
0.120968,1,0,0.006561,0.088,RENT,0.136232,PERSONAL,0.524005,0.136364,0.285714,0.554348,1,0
0.024194,1,0.75,0.004513,0,RENT,0.124638,DEBTCONSOLIDATION,0.625514,0.181818,0.035714,0.706522,0,1
0.024194,1,0.25,0.012477,0.04,RENT,0.194203,DEBTCONSOLIDATION,0.262689,0.106061,0.071429,0.532609,0,0
0.064516,1,0.25,0.016985,0.072,RENT,0.565217,PERSONAL,0.678326,0.227273,0.178571,0.595652,0,1
0.040323,0,0.75,0.003849,0.032,RENT,0.144928,DEBTCONSOLIDATION,0.297668,0.227273,0.071429,0.393478,1,0
0.024194,1,0,0.009316,0,MORTGAGE,0.362319,PERSONAL,0.356653,0.257576,0.071429,0.408696,0,0
0.032258,1,0.5,0.004314,0.024,RENT,0.185275,DEBTCONSOLIDATION,0.478052,0.272727,0.035714,0.721739,0,1
0.120968,0,0.25,0.014861,0.128,MORTGAGE,0.42029,HOMEIMPROVEMENT,0.416324,0.19697,0.285714,0.556522,1,0
0.040323,1,0,0.008725,0.024,RENT,0.15913,PERSONAL,0.029492,0.121212,0.107143,0.523913,0,0
0.040323,0,0.25,0.014036,0.008,MORTGAGE,0.15942,PERSONAL,0.167353,0.090909,0.035714,0.595652,0,0
0.032258,1,0,0.007376,0.04,MORTGAGE,0.349884,DEBTCONSOLIDATION,0.353909,0.318182,0.071429,0.423913,1,0
0.016129,1,0.5,0.004881,0.008,RENT,0.281159,VENTURE,0.383402,0.363636,0.035714,0.623913,1,0
0.08871,0,0.25,0.012327,0.088,MORTGAGE,0.15942,PERSONAL,0.128944,0.090909,0.285714,0.606522,0,0
0.032258,0,0,0.00704,0.024,RENT,0.147826,MEDICAL,0.392318,0.151515,0.035714,0.58913,0,0
0.056452,1,0.5,0.003648,0.04,MORTGAGE,0.086957,EDUCATION,0.107682,0.151515,0.25,0.528261,0,0
0.016129,0,0.25,0.002992,0,RENT,0.171652,VENTURE,0.40535,0.333333,0.035714,0.48913,0,0
0.008065,0,0.5,0.001673,0,RENT,0.028986,EDUCATION,0.383402,0.106061,0.035714,0.6,1,0
0.120968,1,0,0.082449,0.096,MORTGAGE,0.202899,DEBTCONSOLIDATION,0.471193,0.015152,0.25,0.345652,1,0
0.032258,0,0.5,0.004472,0.024,RENT,0.02029,MEDICAL,0.527435,0.045455,0,0.430435,1,0
0.048387,1,0.25,0.017246,0.032,MORTGAGE,0.15942,PERSONAL,0.155007,0.075758,0.035714,0.554348,1,0
0.056452,1,0.75,0.012918,0.024,MORTGAGE,0.057971,VENTURE,0.587791,0.030303,0.214286,0.578261,0,0
0.032258,0,0.5,0.0082,0.016,RENT,0.217391,HOMEIMPROVEMENT,0.630316,0.181818,0,0.591304,0,1
0.040323,1,0,0.011386,0.032,RENT,0.684087,DEBTCONSOLIDATION,0.5,0.409091,0.035714,0.558696,0,1
0.016129,1,0,0.004708,0.016,RENT,0.275362,MEDICAL,0.383402,0.363636,0.071429,0.515217,1,0
0.032258,1,0,0.014009,0,MORTGAGE,0.130435,VENTURE,0.264746,0.075758,0.071429,0.530435,1,0
0.040323,0,0,0.014742,0.056,MORTGAGE,1,PERSONAL,0.141975,0.469697,0.035714,0.45,1,0
0.169355,0,0.5,0.007339,0.136,MORTGAGE,0.130435,DEBTCONSOLIDATION,0.091907,0.121212,0.357143,0.626087,0,0
0.032258,0,0,0.002024,0.016,RENT,0.142029,MEDICAL,0.724966,0.363636,0.035714,0.315217,0,1
0.048387,1,0.75,0.012378,0.024,MORTGAGE,0.298551,DEBTCONSOLIDATION,0.450617,0.166667,0.035714,0.443478,1,0
0.032258,0,0.5,0.017414,0.024,RENT,0.089855,HOMEIMPROVEMENT,0.38203,0.045455,0.071429,0.38913,1,0
0.032258,1,0.25,0.013699,0.016,RENT,0.275362,DEBTCONSOLIDATION,0.646091,0.136364,0,0.478261,0,1
0.040323,1,0.75,0.005076,0.032,RENT,0.275362,EDUCATION,0.384088,0.333333,0,0.530435,0,1
0.056452,0,0.25,0.006586,0.016,MORTGAGE,0.072464,MEDICAL,0.107682,0.075758,0.178571,0.463043,1,0
0.032258,1,0.5,0.005704,0,RENT,0.014493,EDUCATION,0.213306,0.030303,0.071429,0.656522,1,0
0.040323,0,0,0.004163,0.032,RENT,0.130435,VENTURE,0.249657,0.19697,0,0.582609,1,0
0.112903,1,0,0.00673,0.088,RENT,0.188406,MEDICAL,0.238683,0.181818,0.214286,0.547826,0,0
0.048387,1,0,0.02823,0,MORTGAGE,0.569739,PERSONAL,0.59808,0.151515,0.035714,0.554348,1,0
0.137097,0,0.25,0.025708,0.112,MORTGAGE,0.275362,HOMEIMPROVEMENT,0.143347,0.075758,0.392857,0.452174,0,0
0.080645,0,0.75,0.002,0.088,MORTGAGE,0.049275,MEDICAL,0.383402,0.151515,0.142857,0.567391,0,1
0.08871,0,0.5,0.010079,0.064,RENT,0.05942,HOMEIMPROVEMENT,0.407407,0.045455,0.285714,0.484783,1,0
0.048387,0,0.5,0.005314,0.032,RENT,0.043478,MEDICAL,0.654321,0.060606,0.035714,0.58913,0,1
0.129032,1,0.25,0.010552,0.12,RENT,0.043478,MEDICAL,0.179698,0.030303,0.357143,0.463043,0,0
0.064516,0,0.75,0.011549,0.024,OWN,0.333333,EDUCATION,0.498628,0.19697,0.107143,0.415217,1,0
0.024194,1,0.25,0.003673,0,RENT,0.182638,EDUCATION,0.210562,0.30303,0.071429,0.55,1,0
0.129032,1,0,0.008213,0.112,RENT,0.275362,MEDICAL,0.111797,0.227273,0.392857,0.5,1,0
0.032258,1,0,0.017377,0.008,RENT,0.188406,MEDICAL,0.143347,0.075758,0,0.502174,1,0
0.016129,1,0,0.005343,0,RENT,0.275362,VENTURE,0.364883,0.333333,0.035714,0.636957,1,0
0.064516,0,0.25,0.009474,0.016,RENT,0.144174,HOMEIMPROVEMENT,0.550754,0.106061,0.071429,0.454348,1,0
